name,url,description,test_type,content
Cisco AppDynamics (New),https://www.shl.com/products/product-catalog/view/cisco-appdynamics-new/,"Cisco AppDynamics (New): Multi-choice test that measures the knowledge of application analytics, performance management, and AppDynamics essentials like controller UI, custom…",Competencies & Behaviour,"Cisco AppDynamics (New) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skill"
Civil Engineering (New),https://www.shl.com/products/product-catalog/view/civil-engineering-new/,"Civil Engineering (New): Multi-choice test that measures the knowledge of structural engineering, transportation engineering, surveying, geotechnical engineering and water resources…",Competencies & Behaviour,"Civil Engineering (New) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skill"
Cloud Computing (New),https://www.shl.com/products/product-catalog/view/cloud-computing-new/,"Cloud Computing (New): Multi-choice test that measures the knowledge of cloud computing concepts, cloud service models, virtualization and private clouds.",Competencies & Behaviour,"Cloud Computing (New) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skills "
Industrial - Semi-skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28americas%29/,Industrial - Semi-skilled 7.1 (Americas): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…,Competencies & Behaviour,"Industrial - Semi-skilled 7.1 (Americas) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video"
Industrial - Semi-skilled 7.1 (International),https://www.shl.com/products/product-catalog/view/industrial-semi-skilled-7-1-%28international%29/,Industrial - Semi-skilled 7.1 (International): Our Industrial – Semi-skilled 7.1 solution is designed for entry-level positions and measures the behaviors and experiences that underlie successful and safe…,Competencies & Behaviour,"Industrial - Semi-skilled 7.1 (International) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments "
Industrial Professional and Skilled 7.1 (Americas),https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-%28americas%29/,Industrial Professional and Skilled 7.1 (Americas): Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,Competencies & Behaviour,"Industrial Professional and Skilled 7.1 (Americas) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessm"
Industrial Professional and Skilled 7.1 Solution,https://www.shl.com/products/product-catalog/view/industrial-professional-and-skilled-7-1-solution/,Industrial Professional and Skilled 7.1 Solution: Our Industrial – Professional and Skilled 7.1 solution is designed to measure the behaviors and experiences that underlie successful and safe performance in…,Competencies & Behaviour,"Industrial Professional and Skilled 7.1 Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessmen"
Installation and Repair Technician Solution,https://www.shl.com/products/product-catalog/view/installation-and-repair-technician-solution/,Installation and Repair Technician Solution: The Installation and Repair Technician solution is designed for use with entry-level field technician positions in the telecommunications industry. The…,Competencies & Behaviour,"Installation and Repair Technician Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Vi"
Insurance Account Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-account-manager-solution/,Insurance Account Manager Solution: The Insurance Account Manager solution is for mid-level insurance professionals that manage the day-to-day operations and activities of customer accounts…,Competencies & Behaviour,"Insurance Account Manager Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Inter"
Insurance Administrative Assistant Solution,https://www.shl.com/products/product-catalog/view/insurance-administrative-assistant-solution/,Insurance Administrative Assistant Solution: The Administrative Assistant solution is for entry-level clerical positions that interact with external or internal customers. Sample tasks for this job…,Competencies & Behaviour,"Insurance Administrative Assistant Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Vi"
Insurance Agent Solution,https://www.shl.com/products/product-catalog/view/insurance-agent-solution/,"Insurance Agent Solution: The Insurance Agent solution is for mid-level professional positions in the insurance industry that sell property, casualty, automotive, or other types of…",Competencies & Behaviour,"Insurance Agent Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skil"
Insurance Director Solution,https://www.shl.com/products/product-catalog/view/insurance-director-solution/,Insurance Director Solution: The Insurance Director solution is for senior-level management positions in the insurance companies that oversee sales functions across multiple brokerages…,Competencies & Behaviour,"Insurance Director Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews S"
Insurance Sales Manager Solution,https://www.shl.com/products/product-catalog/view/insurance-sales-manager-solution/,Insurance Sales Manager Solution: The Sales Manager solution is for entry- to mid-level management positions that involve supervising employees working in an insurance organization and have a…,Competencies & Behaviour,"Insurance Sales Manager Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Intervi"
Manager - Short Form,https://www.shl.com/products/product-catalog/view/manager-short-form/,Manager - Short Form: The Manager solution is an assessment used for job candidates applying to entry-level leadership positions who tend to supervise salaried employees. Sample…,Competencies & Behaviour,"Manager - Short Form | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skills &"
Manager + 7.0 Solution,https://www.shl.com/products/product-catalog/view/manager-7-0-solution-3955/,"Manager + 7.0 Solution: Our Manager + 7.0 solution is designed for candidates applying to entry-level leadership positions who tend to supervise salaried employees, and includes SHL’s…",Competencies & Behaviour,"Manager + 7.0 Solution | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skills"
COBOL Programming (New),https://www.shl.com/products/product-catalog/view/cobol-programming-new/,"COBOL Programming (New): Multi-choice test that measures the knowledge of COBOL programming fundamentals, programming structure and different types of application processing.",Knowledge & Skills,"COBOL Programming (New) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skill"
Computer Science (New),https://www.shl.com/products/product-catalog/view/computer-science-new/,"Computer Science (New): Multi-choice test that measures the knowledge of operating system, computer architecture, DBMS and basics of computer networks and communication.",Competencies & Behaviour,"Computer Science (New) | SHL Search Outdated browser detected We recommend upgrading to a modern browser. If you choose to continue with your current browser we cannot guarantee your experience. I understand and wish to continue Latest browser options Careers Our Culture Our Teams Our People Join SHL Latest Jobs Contact Practice Tests Support Candidate Support Answers to frequently asked questions for technical queries when taking a test. Client Support Answers to frequently asked questions about our products, services and supporting documentation. Contact Support: Get help from our support teams. Practice Tests & Advice View example questions and practice assessments. Browser Check Verifies if your device settings are compatible. Login Buy Online Language English (Global) English (India) English (Middle East & North Africa) English (South Africa) 简体中文 (Chinese) 日本語 (Japanese) Global Offices SHL's locations around the world. Solutions Solutions Talent Acquisition Graduate & Early Careers Manager Hiring Interviewing Technology Hiring Professional Hiring Volume Hiring BPO Hiring Contact Center Hiring Retail Hiring Talent Management Succession Planning Enterprise Leader Development High Potential Identification Sales Transformation Manager Development Skills Development Talent Mobility Interactive Demos Try an online demo of our solutions. Talent Acquisition Demos Talent Management Demos View all SHL Solutions Explore all Talent Acquisition and Talent Management solutions. Guides Explore Two Essential Guides for Smarter Skills Strategies Learn how leading HR teams are closing skills gaps and turning data into development that drives retention, agility, and growth. Read Guide Products Products Featured Products Occupational Personality Questionnaire (OPQ) Job-Focused Assessments (JFA) Motivational Questionnaire (MQ) Situational Judgment Tests (SJT) SHL Verify SHL 360 Assessments Behavioral Assessments Cognitive Assessments Personality Assessments Video Interviews Skills"
